21,206,432,461,986,trousers,7,180,174,170,,
21,185,166,512,545,long_sleeve_outwear,3,114,111,113,shirt,check
22,228,440,452,980,trousers,7,148,157,165,,
22,172,189,488,647,long_sleeve_outwear,3,149,133,119,shirt,simple
23,226,442,451,982,trousers,7,125,115,98,,
23,196,155,500,531,long_sleeve_top,3,111,105,95,hoodie,simple
24,262,408,486,931,trousers,7,183,179,173,,
24,227,167,513,521,long_sleeve_top,1,61,62,51,sweater,simple
25,264,451,463,908,trousers,7,65,85,104,,
25,190,166,510,564,long_sleeve_outwear,3,72,74,82,shirt,check
26,214,450,446,969,trousers,7,101,92,84,,
26,193,192,509,757,long_sleeve_top,3,123,107,94,sweater,printed
27,259,439,462,955,trousers,7,208,209,204,,
27,180,166,491,600,long_sleeve_outwear,3,178,184,179,shirt,simple
28,260,457,460,960,trousers,7,155,138,102,,
28,216,142,522,554,long_sleeve_top,1,187,181,175,sweatshirt,printed
28,218,157,527,538,long_sleeve_outwear,3,188,183,178,shirt,dot
29,228,489,455,984,trousers,7,38,38,37,,
29,192,165,485,543,long_sleeve_top,1,71,71,70,sweatshirt,printed
30,231,386,461,953,trousers,7,122,109,110,,
30,195,164,512,527,long_sleeve_top,3,77,63,86,sweater,dot
31,233,448,447,942,trousers,7,86,86,85,,
31,212,160,490,538,long_sleeve_top,1,197,197,200,sweatshirt,simple
32,266,452,456,953,trousers,7,46,45,35,,
32,208,159,505,539,long_sleeve_outwear,3,89,83,61,shirt,simple
33,238,448,482,988,trousers,7,173,155,135,,
33,183,185,503,552,long_sleeve_top,1,47,46,58,sweatshirt,printed
34,262,458,484,977,trousers,7,47,47,44,,
34,206,178,496,562,long_sleeve_outwear,3,128,99,81,shirt,printed
35,238,460,455,978,trousers,7,127,156,177,,
35,195,163,501,557,long_sleeve_outwear,3,216,214,206,shirt,simple
36,232,449,458,997,trousers,7,105,104,108,,
36,182,173,483,548,long_sleeve_outwear,3,196,194,196,sweater,simple
37,222,472,456,969,trousers,7,132,151,164,,
37,184,149,552,540,long_sleeve_outwear,3,153,156,163,shirt,simple
38,235,434,458,939,trousers,7,138,154,163,,
38,171,155,462,549,long_sleeve_outwear,3,222,219,213,shirt,simple
39,258,401,477,934,trousers,7,136,150,160,,
39,203,167,536,585,long_sleeve_top,3,187,165,132,sweater,simple
40,175,210,492,760,long_sleeve_outwear,3,160,151,144,shirt,check
40,221,381,458,961,skirt,7,128,123,116,,
41,250,455,457,1001,skirt,7,117,108,96,,
41,207,190,482,786,long_sleeve_outwear,3,160,146,131,shirt,printed
42,250,455,457,1001,skirt,7,117,108,96,,
42,207,190,482,786,long_sleeve_outwear,3,160,146,131,shirt,printed
43,218,141,531,659,long_sleeve_outwear,3,156,96,37,shirt,simple
43,264,463,467,992,skirt,7,114,78,40,,
44,214,188,544,787,long_sleeve_outwear,3,186,172,162,shirt,simple
44,257,485,445,1015,skirt,7,143,133,125,,
45,267,443,470,992,skirt,7,109,104,98,,
46,209,178,527,665,long_sleeve_outwear,3,68,60,55,shirt,simple
46,253,397,441,1005,skirt,7,71,65,60,,
47,230,454,479,699,skirt,8,155,154,148,,
47,177,163,519,503,long_sleeve_outwear,1,202,187,176,shirt,simple
48,196,184,547,597,long_sleeve_outwear,3,113,112,120,sweatshirt,simple
49,235,339,478,956,trousers,7,183,180,172,,
49,215,178,497,686,long_sleeve_outwear,3,167,161,150,shirt,check
50,187,168,500,843,long_sleeve_outwear,3,78,67,64,sweater,printed
51,239,421,460,942,trousers,7,191,184,173,,
51,187,169,521,514,long_sleeve_top,1,105,100,95,sweater,dot
52,184,174,549,814,long_sleeve_outwear,3,77,74,69,sweater,check
53,192,178,525,843,long_sleeve_outwear,3,128,130,130,shirt,check
53,230,422,469,946,trousers,7,127,136,140,,
54,201,166,489,789,long_sleeve_outwear,3,76,87,98,shirt,stripe
54,230,478,462,779,skirt,8,83,107,132,,
55,244,497,455,919,skirt,7,167,109,85,,
55,187,179,491,836,long_sleeve_outwear,3,197,166,151,sweater,stripe
56,219,159,476,609,long_sleeve_outwear,3,49,49,56,shirt,check
56,256,448,444,973,skirt,7,42,39,38,,
57,237,365,489,993,trousers,7,180,168,159,,
57,203,185,506,912,long_sleeve_outwear,3,159,142,130,shirt,printed
58,226,480,437,935,trousers,7,88,82,76,,
58,233,173,476,581,long_sleeve_outwear,1,52,51,49,shirt,simple
59,35,268,639,1042,long_sleeve_outwear,3,172,163,156,hoodie,printed
60,207,169,475,767,long_sleeve_outwear,3,184,174,173,sweater,simple
61,220,342,489,653,skirt,8,29,27,21,,
62,249,348,454,749,trousers,7,141,124,114,,
62,239,166,463,554,long_sleeve_outwear,1,209,196,187,sweater,simple
63,231,380,446,912,trousers,7,192,173,154,,
63,202,182,495,686,long_sleeve_outwear,3,171,137,108,sweater,dot
64,190,468,461,973,trousers,7,187,172,154,,
64,191,161,445,586,long_sleeve_outwear,3,155,130,110,shirt,stripe
65,223,494,456,974,trousers,7,40,38,35,,
65,222,169,540,571,long_sleeve_outwear,3,146,136,125,hoodie,printed
66,224,433,448,974,trousers,7,174,164,152,,
67,237,461,447,948,trousers,7,64,64,64,,
67,154,144,520,550,long_sleeve_outwear,3,117,115,114,shirt,printed
68,178,353,503,967,trousers,7,7,8,8,,
69,208,475,451,958,trousers,7,137,84,43,,
69,213,165,492,553,long_sleeve_outwear,3,96,78,58,sweatshirt,printed
70,233,375,473,930,trousers,7,61,63,59,,
70,192,128,486,458,long_sleeve_outwear,1,100,101,70,sweatshirt,printed
71,240,462,464,961,trousers,7,93,93,94,,
71,195,167,511,565,long_sleeve_outwear,3,48,56,66,shirt,simple
72,252,557,466,974,trousers,7,29,30,27,,
72,192,159,483,721,long_sleeve_top,3,43,41,34,hoodie,printed
73,183,194,512,865,long_sleeve_outwear,3,165,150,134,shirt,simple
73,163,485,491,975,trousers,7,127,117,106,,
74,236,411,436,946,trousers,7,63,54,48,,
74,226,154,496,520,long_sleeve_outwear,3,63,41,36,shirt,simple
75,215,464,479,932,trousers,7,31,42,61,,
75,226,161,499,541,long_sleeve_outwear,1,48,47,46,shirt,stripe
76,162,171,516,867,long_sleeve_outwear,3,89,79,65,shirt,check
76,200,520,457,977,trousers,7,58,51,41,,
77,242,442,555,926,trousers,7,129,118,101,,
77,252,160,579,855,long_sleeve_outwear,3,155,137,114,sweater,simple
78,208,463,486,965,trousers,7,88,88,87,,
78,199,152,507,552,long_sleeve_outwear,3,109,105,100,sweatshirt,stripe
79,180,160,481,757,long_sleeve_outwear,3,113,111,106,sweater,dot
79,221,439,489,978,trousers,7,99,93,80,,
80,183,416,490,955,trousers,7,45,44,40,,
80,185,167,510,551,long_sleeve_outwear,3,98,98,93,sweater,check
81,196,440,445,938,trousers,7,39,32,24,,
81,178,173,487,553,long_sleeve_outwear,3,70,51,36,sweatshirt,simple
82,211,446,464,956,trousers,7,171,185,201,,
82,170,152,478,565,long_sleeve_outwear,1,163,175,188,sweatshirt,simple
83,227,471,483,971,trousers,7,60,57,50,,
83,182,168,485,567,long_sleeve_outwear,3,65,79,103,sweatshirt,simple
84,256,354,492,792,skirt,8,54,46,26,,
84,198,163,490,446,long_sleeve_top,1,88,75,67,sweater,printed
85,202,157,495,823,long_sleeve_outwear,3,166,153,142,hoodie,printed
86,231,426,498,903,trousers,7,27,25,22,,
86,233,167,487,552,long_sleeve_top,1,37,33,28,sweatshirt,stripe
87,208,190,565,797,long_sleeve_outwear,3,83,69,54,shirt,printed
88,175,181,492,857,long_sleeve_outwear,3,143,138,139,shirt,simple
89,201,171,499,576,long_sleeve_outwear,3,47,42,39,shirt,printed
90,221,411,478,982,trousers,7,221,216,212,,
90,204,178,483,491,long_sleeve_outwear,1,168,159,157,shirt,simple
91,226,419,498,937,trousers,7,57,57,53,,
91,208,154,480,563,long_sleeve_top,1,167,162,155,sweater,stripe
92,135,171,505,795,long_sleeve_outwear,3,168,148,138,shirt,simple
92,188,377,457,858,skirt,8,145,129,118,,
93,212,172,509,755,long_sleeve_outwear,3,113,97,87,shirt,check
95,249,397,516,901,trousers,7,60,58,55,,
95,226,179,528,533,long_sleeve_outwear,3,182,170,161,shirt,simple
95,223,179,530,517,long_sleeve_top,1,188,176,166,sweatshirt,simple
96,213,444,493,958,trousers,7,155,144,130,,
96,232,173,487,580,long_sleeve_top,1,77,66,59,sweater,stripe
97,249,428,513,891,trousers,7,60,58,59,,
97,236,173,550,514,long_sleeve_outwear,3,62,58,55,sweater,printed
98,243,442,474,952,trousers,7,93,89,84,,
98,234,177,526,559,long_sleeve_outwear,3,166,145,115,sweater,simple
99,254,490,487,948,trousers,7,170,155,135,,
99,235,186,517,559,long_sleeve_outwear,3,58,54,49,sweater,simple
100,184,309,339,640,trousers,7,161,148,129,,
100,171,121,358,376,long_sleeve_outwear,3,60,55,51,sweater,simple
101,239,453,494,940,trousers,7,204,203,195,,
101,253,166,584,530,long_sleeve_top,1,74,73,71,hoodie,check
102,267,420,502,969,trousers,7,100,110,120,,
103,266,453,485,927,trousers,7,61,61,63,,
103,235,179,588,554,long_sleeve_outwear,3,97,81,80,hoodie,simple
104,223,487,520,963,trousers,7,41,43,42,,
104,208,173,514,556,long_sleeve_top,1,60,61,63,hoodie,simple
105,247,491,472,926,trousers,7,56,56,56,,
105,195,147,538,582,long_sleeve_outwear,3,167,165,168,sweatshirt,simple
105,199,163,546,585,long_sleeve_top,1,166,165,168,sweatshirt,printed
106,249,468,461,981,trousers,7,74,102,129,,
106,194,179,531,706,long_sleeve_outwear,3,104,100,95,shirt,check
107,264,482,464,939,trousers,7,61,62,61,,
107,203,149,496,596,long_sleeve_outwear,3,174,178,184,shirt,dot
108,250,446,457,936,trousers,7,130,154,171,,
108,170,153,497,594,long_sleeve_outwear,3,132,140,137,shirt,simple
109,243,479,453,971,trousers,7,49,49,50,,
109,244,152,508,553,long_sleeve_top,3,113,70,69,hoodie,simple
110,256,481,451,926,trousers,7,87,106,129,,
111,269,471,474,932,trousers,7,104,82,69,,
111,158,166,525,547,long_sleeve_outwear,3,197,193,191,shirt,dot
112,244,453,460,962,trousers,7,191,192,190,,
112,222,174,484,567,long_sleeve_top,1,228,226,224,sweatshirt,simple
113,201,485,427,979,trousers,7,197,193,185,,
113,230,177,488,550,long_sleeve_top,1,45,43,41,hoodie,printed
114,241,459,463,994,trousers,7,204,179,176,,
114,194,167,508,572,long_sleeve_outwear,3,122,63,74,sweatshirt,simple
115,262,445,463,950,trousers,7,161,129,89,,
115,225,174,512,553,long_sleeve_top,1,186,181,176,sweater,simple
116,243,482,445,975,trousers,7,187,186,182,,
116,263,147,484,566,long_sleeve_outwear,3,62,70,78,sweater,dot
117,247,489,437,963,trousers,7,39,39,36,,
117,213,159,506,556,long_sleeve_outwear,3,58,55,50,sweater,stripe
118,233,451,474,993,trousers,7,193,193,194,,
118,218,167,493,559,long_sleeve_top,1,100,98,102,sweater,simple
118,216,171,492,563,long_sleeve_outwear,3,100,99,103,shirt,dot
119,212,449,442,913,trousers,7,113,134,156,,
119,197,174,507,529,long_sleeve_outwear,1,74,74,76,shirt,check
120,245,460,445,991,trousers,7,52,49,41,,
120,206,174,486,552,long_sleeve_top,1,118,97,63,sweater,dot
121,258,472,444,906,trousers,7,92,99,109,,
121,213,179,500,567,long_sleeve_top,1,175,197,200,sweatshirt,printed
122,234,465,464,972,trousers,7,149,142,117,,
123,243,465,471,991,trousers,7,116,106,88,,
123,224,182,489,543,long_sleeve_top,1,78,78,89,sweatshirt,simple
124,240,459,449,924,trousers,7,49,49,48,,
124,214,179,483,528,long_sleeve_outwear,3,185,186,180,sweater,simple
125,247,457,454,935,trousers,7,101,98,103,,
125,192,186,524,541,long_sleeve_top,1,197,185,197,hoodie,simple
126,214,468,478,953,trousers,7,51,60,57,,
126,183,171,500,594,long_sleeve_outwear,3,158,169,164,sweater,simple
127,207,163,548,564,long_sleeve_outwear,3,58,53,41,sweater,check
127,352,740,465,944,skirt,8,160,136,103,,
128,169,165,498,747,long_sleeve_outwear,3,90,85,51,sweatshirt,dot
128,226,543,490,987,trousers,7,76,74,53,,
129,248,447,470,972,trousers,7,49,51,54,,
129,226,167,522,573,long_sleeve_outwear,3,45,45,47,shirt,simple
130,238,469,484,983,trousers,7,123,114,96,,
130,301,136,487,566,long_sleeve_top,1,204,198,183,shirt,simple
131,227,427,464,958,trousers,7,48,45,41,,
131,218,152,479,501,long_sleeve_outwear,3,140,134,139,hoodie,check
132,211,465,479,920,trousers,7,119,117,114,,
133,225,467,476,964,trousers,7,163,128,98,,
133,181,152,515,540,long_sleeve_top,3,103,121,141,hoodie,printed
134,237,460,460,974,trousers,7,66,68,62,,
134,203,175,478,579,long_sleeve_outwear,3,122,125,105,sweater,printed
135,237,456,474,939,trousers,7,70,67,62,,
136,230,458,483,993,trousers,7,82,62,35,,
137,194,466,481,955,trousers,7,35,37,45,,
137,239,175,521,582,long_sleeve_outwear,3,50,51,62,sweater,simple
137,240,173,512,573,long_sleeve_top,1,51,52,63,sweater,check
138,249,431,448,905,trousers,7,68,68,67,,
138,215,166,447,562,long_sleeve_outwear,1,82,81,83,shirt,simple
139,233,483,481,959,trousers,7,26,26,25,,
140,210,176,512,513,long_sleeve_top,1,53,51,52,sweatshirt,simple
140,230,418,476,972,trousers,7,99,91,73,,
141,243,430,478,997,trousers,7,70,59,62,,
141,210,165,444,547,long_sleeve_top,1,88,56,65,hoodie,simple
142,248,408,462,943,trousers,7,173,160,148,,
142,211,170,479,517,long_sleeve_top,1,72,68,79,sweatshirt,simple
143,224,450,469,970,trousers,7,128,54,55,,
143,189,173,499,563,long_sleeve_outwear,1,57,46,48,sweatshirt,simple
144,243,448,460,935,trousers,7,35,49,67,,
144,202,166,462,516,long_sleeve_top,1,33,67,82,sweatshirt,simple
145,234,463,458,984,trousers,7,50,52,46,,
145,202,182,491,550,long_sleeve_top,1,48,47,44,hoodie,printed
146,191,185,499,769,long_sleeve_outwear,3,169,117,93,shirt,simple
146,212,346,472,637,skirt,8,158,111,87,,
147,212,406,501,987,trousers,7,134,113,87,,
147,211,179,516,550,long_sleeve_outwear,3,82,77,72,shirt,simple
148,250,407,515,750,skirt,8,165,157,149,,
148,231,171,489,585,long_sleeve_top,1,211,206,199,sweater,dot
149,249,470,469,945,trousers,7,129,106,94,,
149,224,169,507,593,long_sleeve_outwear,3,158,133,119,shirt,simple
150,216,157,495,621,long_sleeve_top,1,134,123,114,shirt,check
151,266,464,536,763,skirt,8,129,117,106,,
151,213,175,525,546,long_sleeve_outwear,1,206,193,183,shirt,simple
152,239,466,478,970,trousers,7,88,85,79,,
152,249,171,514,572,long_sleeve_outwear,3,211,193,177,shirt,stripe
153,234,450,485,859,skirt,8,156,100,74,,
154,206,170,528,673,long_sleeve_top,3,186,180,174,sweatshirt,simple
155,209,404,463,830,skirt,8,47,40,22,,
156,243,372,513,979,trousers,7,189,179,171,,
156,202,168,489,553,long_sleeve_top,1,95,83,81,sweatshirt,simple
157,223,172,532,508,long_sleeve_top,1,108,105,102,sweatshirt,stripe
157,245,363,485,907,skirt,8,220,219,219,,
158,254,488,479,640,skirt,8,182,172,161,,
159,224,139,478,577,long_sleeve_outwear,3,132,121,115,shirt,simple
160,208,413,453,862,skirt,7,111,142,171,,
160,178,167,504,532,long_sleeve_outwear,3,188,187,183,shirt,simple
161,206,449,463,930,trousers,7,100,100,111,,
161,167,170,496,560,long_sleeve_outwear,3,158,79,81,sweatshirt,printed
162,247,460,464,939,trousers,7,126,81,59,,
162,212,152,534,589,long_sleeve_outwear,3,152,135,117,sweater,simple
163,255,414,440,915,trousers,7,48,45,42,,
163,241,165,524,691,long_sleeve_outwear,3,97,74,61,shirt,printed
164,244,349,485,971,trousers,7,173,154,131,,
164,222,188,516,723,long_sleeve_outwear,3,144,123,97,sweatshirt,printed
165,231,451,448,986,trousers,7,201,192,190,,
165,183,182,515,573,long_sleeve_outwear,3,112,81,73,shirt,simple
166,236,389,474,945,trousers,7,177,173,164,,
166,220,162,527,555,long_sleeve_outwear,3,91,87,80,sweater,simple
167,215,433,448,933,trousers,7,69,58,47,,
167,196,151,494,564,long_sleeve_outwear,3,131,103,70,sweater,simple
168,220,446,476,971,trousers,7,124,119,95,,
168,199,194,524,820,long_sleeve_outwear,3,100,92,73,sweater,check
169,223,442,445,910,trousers,7,54,63,70,,
169,176,105,527,531,long_sleeve_outwear,3,117,135,149,sweater,simple
170,244,524,440,976,trousers,7,40,40,39,,
170,233,197,537,583,long_sleeve_outwear,3,102,102,110,sweater,simple
171,260,454,458,962,trousers,7,76,73,75,,
171,201,153,518,558,long_sleeve_outwear,3,58,42,42,sweater,simple
172,225,455,444,907,trousers,7,68,80,82,,
172,191,167,507,543,long_sleeve_outwear,1,136,139,140,sweater,simple
173,231,471,447,961,trousers,7,135,134,136,,
174,218,386,466,955,trousers,7,98,93,82,,
174,230,164,529,658,long_sleeve_top,3,87,81,67,hoodie,dot
175,250,446,443,960,trousers,7,119,93,90,,
175,228,150,522,571,long_sleeve_outwear,3,189,188,188,sweater,simple
176,245,462,445,934,trousers,7,156,137,100,,
176,187,139,510,549,long_sleeve_outwear,3,167,155,134,sweater,dot
177,235,431,442,885,trousers,7,186,188,185,,
177,212,145,593,542,long_sleeve_outwear,3,69,79,95,sweater,check
178,214,162,521,647,long_sleeve_outwear,3,122,100,78,sweater,printed
178,196,442,448,948,trousers,7,69,61,51,,
179,231,452,453,898,trousers,7,68,82,92,,
179,182,159,524,538,long_sleeve_outwear,3,82,77,70,sweater,simple
180,231,461,468,925,trousers,7,55,55,53,,
180,197,165,537,610,long_sleeve_outwear,3,98,97,96,sweater,simple
181,229,160,472,615,long_sleeve_outwear,3,72,62,55,shirt,simple
181,246,445,460,616,skirt,8,86,72,62,,
182,250,457,466,635,skirt,8,185,176,162,,
182,161,171,513,571,long_sleeve_outwear,3,118,95,78,sweater,simple
183,233,440,486,701,skirt,8,150,138,128,,
183,230,166,480,543,long_sleeve_outwear,1,183,162,147,shirt,stripe
184,205,161,469,504,long_sleeve_outwear,1,175,160,150,sweater,simple
184,245,428,455,642,skirt,8,49,42,47,,
185,177,148,524,658,long_sleeve_outwear,3,181,137,103,sweater,simple
185,240,357,492,805,skirt,8,149,90,57,,
186,264,428,465,619,skirt,8,146,123,109,,
186,237,175,485,543,long_sleeve_outwear,3,185,168,156,shirt,simple
187,193,162,535,571,long_sleeve_outwear,3,175,166,159,sweatshirt,simple
187,219,461,418,790,skirt,8,128,127,124,,
188,228,435,439,644,skirt,8,110,109,109,,
188,195,164,477,607,long_sleeve_outwear,3,62,56,54,shirt,simple
189,202,174,488,706,long_sleeve_outwear,3,139,133,128,shirt,simple
190,204,159,488,575,long_sleeve_outwear,3,154,120,110,shirt,dot
191,227,427,464,958,trousers,7,48,45,41,,
191,218,152,479,501,long_sleeve_outwear,3,140,134,139,shirt,check
192,211,465,479,920,trousers,7,119,117,114,,
193,225,467,476,964,trousers,7,163,128,98,,
193,181,152,515,540,long_sleeve_top,3,103,121,141,hoodie,printed
194,237,460,460,974,trousers,7,66,68,62,,
194,203,175,478,579,long_sleeve_outwear,3,122,125,105,sweater,printed
195,237,456,474,939,trousers,7,70,67,62,,
196,230,458,483,993,trousers,7,82,62,35,,
197,194,466,481,955,trousers,7,35,37,45,,
197,239,175,521,582,long_sleeve_outwear,3,50,51,62,sweater,simple
197,240,173,512,573,long_sleeve_top,1,51,52,63,sweater,check
198,249,431,448,905,trousers,7,68,68,67,,
198,215,166,447,562,long_sleeve_outwear,1,82,81,83,shirt,simple
199,233,483,481,959,trousers,7,26,26,25,,
200,210,176,512,513,long_sleeve_top,1,53,51,52,sweatshirt,simple
200,230,418,476,972,trousers,7,99,91,73,,
201,243,430,478,997,trousers,7,70,59,62,,
201,210,165,444,547,long_sleeve_top,1,88,56,65,hoodie,simple
202,248,408,462,943,trousers,7,173,160,148,,
202,211,170,479,517,long_sleeve_top,1,72,68,79,sweatshirt,simple
203,224,450,469,970,trousers,7,128,54,55,,
203,189,173,499,563,long_sleeve_top,1,57,46,48,sweatshirt,simple
204,243,448,460,935,trousers,7,35,49,67,,
204,202,166,462,516,long_sleeve_top,1,33,67,82,sweatshirt,simple
205,234,463,458,984,trousers,7,50,52,46,,
205,202,182,491,550,long_sleeve_top,1,48,47,44,hoodie,printed
206,178,501,469,859,skirt,8,76,54,27,,
207,192,439,463,917,skirt,7,192,186,180,,
207,224,171,498,552,long_sleeve_top,1,144,136,128,sweatshirt,stripe
208,241,332,460,615,skirt,8,94,52,31,,
208,228,158,566,712,long_sleeve_outwear,3,101,69,50,shirt,check
209,62,276,660,784,long_sleeve_top,1,193,89,93,sweater,printed
209,156,665,523,1042,skirt,8,64,47,61,,
213,230,383,442,928,trousers,7,78,84,93,,
213,220,180,514,531,long_sleeve_outwear,3,146,139,139,shirt,simple
215,231,452,448,868,trousers,7,133,127,120,,
215,226,169,555,551,long_sleeve_outwear,3,50,47,45,shirt,stripe
216,251,402,444,915,trousers,7,134,153,166,,
216,248,159,499,505,long_sleeve_top,1,198,187,175,shirt,simple
217,240,448,472,968,trousers,7,99,77,50,,
217,208,184,517,906,long_sleeve_outwear,3,120,86,48,shirt,simple
218,226,456,458,942,trousers,7,145,117,103,,
218,173,132,491,567,long_sleeve_outwear,3,178,159,136,sweatshirt,stripe
219,250,451,478,953,trousers,7,67,65,62,,
219,226,139,481,555,long_sleeve_outwear,1,196,195,191,sweater,printed
220,241,443,481,920,trousers,7,38,34,30,,
220,194,134,501,606,long_sleeve_outwear,3,73,63,53,hoodie,simple
221,233,452,456,915,trousers,7,80,77,71,,
222,240,454,465,979,trousers,7,36,30,25,,
222,177,181,509,827,long_sleeve_outwear,3,60,42,35,sweater,simple
223,211,426,467,948,trousers,7,103,103,88,,
223,199,141,451,606,long_sleeve_outwear,3,71,72,75,hoodie,simple
224,208,177,518,865,long_sleeve_outwear,3,62,38,26,shirt,simple
224,233,434,477,970,trousers,7,41,27,18,,
225,256,435,446,946,trousers,7,163,141,113,,
225,244,154,532,605,long_sleeve_outwear,3,195,183,171,shirt,simple
226,165,152,509,858,long_sleeve_outwear,3,66,62,52,hoodie,simple
226,234,501,468,976,trousers,7,93,88,75,,
227,295,328,506,678,skirt,8,129,90,74,,
227,204,128,584,467,long_sleeve_outwear,3,105,58,61,sweater,check
228,247,161,517,576,long_sleeve_top,1,179,53,105,sweater,simple
228,234,430,541,812,skirt,8,91,59,72,,
230,226,170,498,665,long_sleeve_outwear,3,71,50,48,shirt,stripe
232,192,478,494,976,skirt,7,124,115,93,,
232,265,173,526,519,long_sleeve_top,1,195,187,156,shirt,check
233,197,172,538,715,long_sleeve_outwear,3,171,157,189,sweater,check
234,247,423,447,762,skirt,8,83,63,48,,
234,239,159,499,537,long_sleeve_outwear,3,69,60,55,shirt,simple
235,216,268,493,898,trousers,7,68,64,60,,
235,235,180,508,742,long_sleeve_outwear,3,55,52,48,shirt,simple
236,246,401,497,825,skirt,8,78,65,70,,
236,228,168,493,491,long_sleeve_outwear,3,128,88,70,sweater,simple
238,234,364,450,620,skirt,8,149,148,147,,
239,267,171,469,527,long_sleeve_top,1,133,105,90,shirt,printed
240,217,178,494,488,long_sleeve_top,1,105,83,80,hoodie,stripe
240,245,429,455,786,skirt,8,180,135,132,,
241,236,369,475,903,trousers,7,76,72,67,,
241,216,179,496,535,long_sleeve_outwear,3,109,103,97,shirt,check
242,213,177,484,611,long_sleeve_outwear,3,42,39,38,shirt,simple
244,254,470,457,946,skirt,7,193,182,172,,
245,217,188,480,698,long_sleeve_outwear,3,104,128,163,sweater,dot
246,243,403,463,952,trousers,7,75,64,68,,
246,195,167,491,530,long_sleeve_top,1,188,73,117,sweater,simple
247,259,389,477,780,skirt,8,102,100,110,,
247,239,174,450,492,long_sleeve_outwear,1,79,101,128,sweatshirt,printed
248,235,417,437,952,trousers,7,151,167,178,,
248,211,167,483,526,long_sleeve_outwear,3,165,130,103,sweatshirt,simple
249,192,392,470,942,trousers,7,82,75,68,,
249,229,190,514,551,long_sleeve_outwear,3,126,113,102,shirt,check
250,247,396,465,627,skirt,8,73,100,132,,
250,217,177,486,541,long_sleeve_top,1,60,62,71,sweatshirt,printed
251,211,427,421,772,skirt,8,79,77,75,,
251,210,164,478,565,long_sleeve_outwear,3,71,68,65,hoodie,stripe
252,218,188,502,575,long_sleeve_outwear,3,205,189,177,shirt,simple
252,247,387,452,620,skirt,8,189,170,157,,
253,266,415,455,600,skirt,8,209,180,166,,
253,164,190,500,535,long_sleeve_outwear,3,208,189,172,shirt,simple
254,205,174,464,594,long_sleeve_outwear,3,137,114,102,shirt,simple
255,230,408,447,924,trousers,7,140,159,178,,
255,217,175,464,529,long_sleeve_outwear,3,86,90,94,shirt,check
256,216,472,524,837,skirt,8,44,42,38,,
256,222,168,503,575,long_sleeve_outwear,3,132,126,121,shirt,check
258,224,168,494,604,long_sleeve_outwear,3,119,95,83,shirt,check
258,221,479,443,810,skirt,8,184,175,165,,
259,215,541,529,981,trousers,7,127,103,87,,
260,228,382,487,937,trousers,7,216,212,206,,
261,215,396,508,907,trousers,7,135,139,146,,
261,196,157,501,497,long_sleeve_outwear,1,150,115,97,shirt,check
263,219,391,445,919,trousers,7,136,148,158,,
263,205,178,500,697,long_sleeve_outwear,3,157,155,155,shirt,simple
264,160,159,468,934,long_sleeve_outwear,3,200,188,176,shirt,simple
265,233,392,451,942,trousers,7,61,56,50,,
265,203,170,472,554,long_sleeve_outwear,3,71,60,52,shirt,check
266,266,383,476,644,skirt,8,70,67,69,,
266,221,156,603,491,long_sleeve_top,1,160,169,183,sweater,dot
